SJBXX01,SJBXX02,PYM,SZM,WBM
N15.102,肾周脓肿,SZNZ,2233,JMEE
N15.800,肾小管-间质疾病，其他特指的,SXG-JZJBQTTZD,223-434413313,JIT-URUUAWTRR
N15.801,肾肉芽肿,SRYZ,2213,JMAE
N15.900,肾小管-间质疾病,SXG-JZJB,223-4344,JIT-URUU
N15.901,肾感染,SGR,214,JDI
N16.0*,分类于他处的传染病和寄生虫病引起的肾小管-间质疾患,FLYTCDCRBHJSCBYQDSXG,34133334434324513223,WOGWTRWIUTPTJUXFRJIT
N16.1*,肿瘤性疾病引起的肾小管-间质疾患,ZLXJBYQDSXG-JZJH,34244513223-4342,EUNUUXFRJIT-URUK
N16.2*,涉及免疫机制的血液疾病和疾患引起的肾小管-间质疾患,SJMYJZDXYJBHJHYQDSXG,43341333444342513223,IEQUSRRTIUUTUKXFRJIT
N16.3*,代谢性疾病引起的肾小管-间质疾患,DXXJBYQDSXG-JZJH,34244513223-4342,WYNUUXFRJIT-URUK
N16.4*,系统性结缔组织疾患引起的肾小管-间质疾患,XTXJDZZJHYQDSXG-JZJH,352555542513223-4342,TXNXXXXUKXFRJIT-URUK
N16.5*,移植排斥引起的肾小管-间质疾患,YZPCYQDSXG-JZJH,3113513223-4342,TSRRXFRJIT-URUK
N16.8*,分类于他处的其他疾病引起的肾小管-间质疾患,FLYTCDQTJBYQDSXG-JZJ,3413331344513223-434,WOGWTRAWUUXFRJIT-URU
N17.000,急性肾衰竭伴有肾小管坏死,JXSSJBYSXGHS,322443322311,QNJYUWEJITFG
N17.001,急性肾小管坏死,JXSXGHS,3222311,QNJITFG
N17.002,缺血性肾病,QXXSB,33224,RTNJU
N17.100,急性肾衰竭伴有急性肾皮质坏死,JXSSJBYJXSPZHS,32244333225311,QNJYUWEQNJHRFG
N17.101,急性肾皮质坏死,JXSPZHS,3225311,QNJHRFG
N17.200,急性肾衰竭伴有肾髓质坏死,JXSSJBYSSZHS,322443322311,QNJYUWEJMRFG
N17.800,急性肾衰竭，其他的,JXSSJQTD,32244133,QNJYUAWR
N17.900,急性肾衰竭,JXSSJ,32244,QNJYU
N18.000,肾终末期疾病,SZMQJB,251144,JXGAUU
N18.001,慢性肾脏病5期,MXSZB5Q,5223451,NNJEU5A
N18.002+D63.8*,慢性肾脏病5期贫血,MXSZB5QPX,522345133,NNJEU5AWT
N18.800,慢性肾衰竭，其他的,MXSSJQTD,52244133,NNJYUAWR
N18.801,慢性肾脏病1期,MXSZB1Q,5223411,NNJEU1A
N18.802,慢性肾脏病2期,MXSZB2Q,5223421,NNJEU2A
N18.803,慢性肾脏病3期,MXSZB3Q,5223431,NNJEU3A
N18.804,慢性肾脏病4期,MXSZB4Q,5223441,NNJEU4A
N18.805+J99.8*,尿毒症性肺病,NDZXFB,514234,NGUNEU
N18.806+G94.8*,尿毒症性脑病,NDZXNB,514234,NGUNEU
N18.807+G63.8*,尿毒症性神经病变,NDZXSJBB,51424544,NGUNPXUY
N18.808+I32.8*,尿毒症性心包炎,NDZXXBY,5142334,NGUNNQO
N18.809+I43.8*,尿毒症性心肌病,NDZXXJB,5142334,NGUNNEU
N18.810+D63.8*,慢性肾脏病贫血,MXSZBPX,5223433,NNJEUWT
N18.900,慢性肾衰竭,MXSSJ,52244,NNJYU
N18.901,弥漫性硬化性肾小球肾炎,MMXYHXSXQSY,54213222124,XINDWNJIGJO
N19.x00,肾衰竭,SSJ,244,JYU
N19.x01,尿毒症,NDZ,514,NGU
N19.x02,肾无功能,SWGN,2115,JFAC
N20.000,肾结石,SJS,251,JXD
N20.001,鹿角状结石,LJZJS,43451,YQUXD
N20.002,肾石病,SSB,214,JDU
N20.100,输尿管结石,SNGJS,15351,LNTXD
N20.200,肾结石伴有输尿管结石,SJSBYSNGJS,2513315351,JXDWELNTXD
N20.900,泌尿系结石,MNXJS,45351,INTXD
N20.901,结石性肾盂肾炎,JSXSYSY,5122124,XDNJGJO
N21.000,膀胱结石,BGJS,3351,EEXD
N21.001,膀胱憩室结石,BGQSJS,333451,EETPXD
N21.100,尿道结石,NDJS,5451,NUXD
N21.800,下泌尿道结石，其他的,XMNDJSQTD,145451133,GINUXDAWR
N21.900,下泌尿道结石,XMNDJS,145451,GINUXD
N22.0*,血吸虫病\[裂体吸虫病\]引起的泌尿道结石,XXCB\[LTXCB\]YQDMNDJ,3224\[13224\]5134545,TKJU\[GWKJU\]XFRINUX
N22.8*,分类于他处的其他疾病引起的泌尿道结石,FLYTCDQTJBYQDMNDJS,341333134451345451,WOGWTRAWUUXFRINUXD
N23.x00,肾绞痛,SJT,254,JXU
N25.000,肾性骨营养不良,SXGYYBL,2221444,JNMAUIY
N25.001,肾性佝偻病,SXGLB,22334,JNWWU
N25.002+M90.8*,肾性骨病,SXGB,2224,JNMU
N25.003+M90.8*,肾性骨软化,SXGRH,22223,JNMLW
N25.004,肾性矮小症,SXAXZ,22324,JNTIU
N25.100,肾性尿崩症,SXNBZ,22524,JNNMU
N25.800,肾小管功能损害所致的其他疾患,SXGGNSHSZDQTJH,22315143131342,JITACRPRGRAWUK
N25.801,继发性肾源性甲状旁腺功能亢进,JFXSYXJZPXGNKJ,55224224431541,XVNJINLUUEACYF
N25.802,肾小管酸中毒,SXGSZD,223121,JITSKG
N25.803,肾小管酸中毒Ⅰ型,SXGSZDX,2231211,JITSKGG
N25.804,肾小管酸中毒Ⅱ型,SXGSZDX,2231211,JITSKGG
N25.805,肾小管酸中毒Ⅲ型,SXGSZDX,2231211,JITSKGG
N25.806,肾小管酸中毒Ⅳ型,SXGSZDX,2231211,JITSKGG
N25.900,肾小管功能损害所致的疾患,SXGGNSHSZDJH,223151431342,JITACRPRGRUK
N26.x00,肾挛缩,SLS,245,JYX
N26.x01,肾小球硬化,SXQYH,22113,JIGDW
N26.x02,肾硬化,SYH,213,JDW
N27.000,单侧小肾,DCXS,4322,UWIJ
N27.100,双侧小肾,SCXS,5322,CWIJ
N27.900,小肾,XS,22,IJ
N28.000,肾缺血和肾梗死,SQXHSGS,2333211,JRTTJSG
N28.001,肾梗死,SGS,211,JSG
N28.002,肾缺血,SQX,233,JRT
N28.003,肾动脉闭塞,SDMBS,21344,JFEUP
N28.004,肾动脉栓塞,SDMSS,21314,JFESP
N28.005,肾动脉血栓形成,SDMXSXC,2133111,JFETSGD
N28.100,后天性肾囊肿,HTXSNZ,312213,RGNJGE
N28.101,单纯性肾囊肿,DCXSNZ,452213,UXNJGE
N28.102,获得性肾囊肿,HDXSNZ,132213,ATNJGE
N28.800,肾和输尿管其他特指的疾患,SHSNGQTTZDJH,231531331342,JTLNTAWTRRUK
N28.801,囊性肾盂炎,NXSYY,12214,GNJGO
N28.802,肾盂扩张,SYKZ,2115,JGRX
N28.803,肾盂息肉,SYXR,2132,JGTM
N28.804,肾盂瘘,SYL,214,JGU
N28.805,肾包膜下积液,SBMXJY,233134,JQEGTI
N28.806,肾出血,SCX,253,JBT
N28.807,肾肥大,SFD,231,JED
N28.808,肾钙化,SGH,233,JQW
N28.809,肾瘘,SL,24,JU
N28.810,肾憩室,SQS,234,JTP
N28.811,肾危象,SWX,233,JQQ
N28.812,肾下垂,SXC,213,JGT
N28.813,肾炎性肿物,SYXZW,24233,JONET
N28.814,肾盏憩室,SZQS,2134,JGTP
N28.815,肾肿物,SZW,233,JET
N28.816,肾周积液,SZJY,2234,JMTI
N28.817,失盐综合征,SYZHZ,31533,RFXWT
N28.818,游走肾,YZS,412,IFJ
N28.819,自发性肾破裂,ZFXSPL,352211,TVNJDG
N28.820,囊性肾盂输尿管炎,NXSYSNGY,12211534,GNJGLNTO
N28.821,巨输尿管,JSNG,1153,ALNT
N28.822,手术后输尿管瘘,SSHSNGL,3131534,RSRLNTU
N28.823,手术后输尿管粘连,SSHSNGZL,31315341,RSRLNTOL
N28.824,输尿管腹壁瘘,SNGFBL,153354,LNTENU
N28.825,输尿管坏死,SNGHS,15311,LNTFG
N28.826,输尿管扩张,SNGKZ,15315,LNTRX
N28.827,输尿管瘘,SNGL,1534,LNTU
N28.828,输尿管囊肿,SNGNZ,15313,LNTGE
N28.829,输尿管膨出,SNGPC,15335,LNTEB
N28.830,输尿管破裂,SNGPL,15311,LNTDG
N28.831,输尿管憩室,SNGQS,15334,LNTTP
N28.832,输尿管疝,SNGS,1534,LNTU
N28.833,输尿管息肉,SNGXR,15332,LNTTM
N28.834,输尿管炎,SNGY,1534,LNTO
N28.835,输尿管直肠瘘,SNGZCL,153134,LNTFEU
N28.836,囊性输尿管炎,NXSNGY,121534,GNLNTO
N28.837,被动性肾充血,BDXSCX,412243,PFNJYT
N28.838,输尿管周围炎,SNGZWY,153224,LNTMLO
N28.900,肾和输尿管的疾患,SHSNGDJH,23153342,JTLNTRUK
N28.901,肾病,SB,24,JU
N28.902,输尿管肿物,SNGZW,15333,LNTET
N29.0*,肾的晚期梅毒,SDWQMD,232111,JRJASG
N29.1*,分类于他处的传染病和寄生虫病引起的肾和输尿管的其他疾患,FLYTCDCRBHJSCBYQDSHS,34133334434324513231,WOGWTRWIUTPTJUXFRJTL
N29.8*,分类于他处的其他疾病引起的肾和输尿管的其他疾患,FLYTCDQTJBYQDSHSNGDQ,34133313445132315331,WOGWTRAWUUXFRJTLNTRA
N30.000,急性膀胱炎,JXBGY,32334,QNEEO
N30.100,间质性膀胱炎(慢性),JZXBGY(MX),432334(52),URNEEO(NN)
N30.200,慢性膀胱炎，其他的,MXBGYQTD,52334133,NNEEOAWR
N30.201,慢性膀胱炎,MXBGY,52334,NNEEO
N30.300,膀胱三角区炎,BGSJQY,331314,EEDQAO
N30.400,放射性膀胱炎,FSXBGY,432334,YTNEEO
N30.800,膀胱炎，其他的,BGYQTD,334133,EEOAWR
N30.801,膀胱脓肿,BGNZ,3333,EEEE
N30.802,钙化性膀胱炎,GHXBGY,332334,QWNEEO
N30.803,化学性膀胱炎,HXXBGY,342334,WINEEO
N30.804,黄色肉芽肿性膀胱炎,HSRYZXBGY,132132334,AQMAENEEO
N30.805,滤泡性膀胱炎,LPXBGY,442334,IINEEO
N30.806,囊性膀胱炎,NXBGY,12334,GNEEO
N30.807,嗜酸细胞性膀胱炎,SSXBXBGY,21532334,KSXENEEO
N30.808,息肉样膀胱炎,XRYBGY,321334,TMSEEO
N30.809,腺性膀胱炎,XXBGY,32334,ENEEO
N30.810,增生性膀胱炎,ZSXBGY,132334,FTNEEO
N30.900,膀胱炎,BGY,334,EEO
N30.901,膀胱周围炎,BGZWY,33224,EEMLO
N30.902,出血性膀胱炎,CXXBGY,532334,BTNEEO
N31.000,无抑制神经病性膀胱，不可归类在他处者,WYZSJBXBGBKGLZTCZ,11345423341241331,FRRPXUNEEISJODWTF
N31.100,反射性神经病性膀胱，不可归类在他处者,FSXSJBXBGBKGLZTCZ,33245423341241331,RTNPXUNEEISJODWTF
N31.200,迟缓性神经病性膀胱，不可归类在他处者,CHXSJBXBGBKGLZTCZ,55245423341241331,NXNPXUNEEISJODWTF
N31.201,膀胱逼尿肌无力,BGBNJWL,3315315,EEGNEFL
N31.202,膀胱松弛,BGSC,3315,EESX
N31.203,低顺应性膀胱,DSYXBG,324233,WKYNEE
N31.800,膀胱其他的神经肌肉功能不良,BGQTDSJJRGNBL,3313345321544,EEAWRPXEMACIY
N31.900,膀胱的神经肌肉功能不良,BGDSJJRGNBL,33345321544,EERPXEMACIY
N31.901,神经源性膀胱,SJYXBG,454233,PXINEE
N32.000,膀胱颈梗阻,BGJGZ,33515,EECSB
N32.001,膀胱颈挛缩,BGJLS,33545,EECYX
N32.002,膀胱颈狭窄,BGJXZ,33534,EECQP
N32.004,女性前列腺病,NXQLXB,524134,VNUGEU
N32.100,膀胱肠瘘,BGCL,3334,EEEU
N32.101,膀胱小肠瘘,BGXCL,33234,EEIEU
N32.102,膀胱结肠瘘,BGJCL,33534,EEXEU
N32.103,膀胱乙状结肠瘘,BGYZJCL,3354534,EENUXEU
N32.104,膀胱直肠瘘,BGZCL,33134,EEFEU
N32.200,膀胱瘘，不可归类在他处者,BGLBKGLZTCZ,33441241331,EEUISJODWTF
N32.201,膀胱腹壁瘘,BGFBL,33354,EEENU
N32.202,膀胱输尿管瘘,BGSNGL,331534,EELNTU
N32.203,膀胱尿道瘘,BGNDL,33544,EENUU
N32.204,膀胱会阴瘘,BGHYL,33354,EEWBU
N32.300,膀胱憩室,BGQS,3334,EETP
N32.301,膀胱憩室炎,BGQSY,33344,EETPO
N32.400,非创伤性膀胱破裂,FCSXBGPL,13323311,DWWNEEDG
N32.800,膀胱其他特指的疾患,BGQTTZDJH,331331342,EEAWTRRUK
N32.801,膀胱白斑,BGBB,3331,EERG
N32.802,膀胱瘢痕,BGBH,3344,EEUU
N32.803,膀胱出血,BGCX,3353,EEBT
N32.804,膀胱钙化,BGGH,3333,EEQW
N32.805,膀胱过度活动症,BGGDHDZ,3314414,EEFYIFU
N32.806,膀胱溃疡,BGKY,3344,EEIU
N32.807,膀胱扩张,BGKZ,3315,EERX
N32.808,膀胱挛缩,BGLS,3345,EEYX
N32.809,膀胱囊肿,BGNZ,3313,EEGE
N32.810,膀胱软斑病,BGRBB,33214,EELGU
N32.811,膀胱纤维化,BGXWH,33553,EEXXW
N32.812,膀胱小梁形成,BGXLXC,332411,EEIIGD
N32.813,膀胱硬化,BGYH,3313,EEDW
N32.814,膀胱黏膜不典型增生,BGNMBDXZS,333342113,EETEIMGFT
N32.815,男性膀胱疝,NXBGS,22334,LNEEU
N32.900,膀胱疾患,BGJH,3342,EEUK
N32.901,膀胱肿物,BGZW,3333,EEET
N33.8*,分类于他处的其他疾病引起的膀胱疾患,FLYTCDQTJBYQDBGJH,34133313445133342,WOGWTRAWUUXFREEUK
N34.000,尿道脓肿,NDNZ,5433,NUEE
N34.001,尿道旁腺脓肿,NDPXNZ,544333,NUUEEE
N34.002,尿道球腺脓肿,NDQXNZ,541333,NUGEEE
N34.100,非特异性尿道炎,FTYXNDY,1352544,DTNNNUO
N34.101,非淋球菌性尿道炎,FLQJXNDY,14112544,DIGANNUO
N34.102,非性病性尿道炎,FXBXNDY,1242544,DNUNNUO
N34.200,尿道炎，其他的,NDYQTD,544133,NUOAWR
N34.201,绝经后尿道炎,JJHNDY,553544,XXRNUO
N34.202,尿道口炎,NDKY,5424,NUKO
N34.203,尿道球腺炎,NDQXY,54134,NUGEO
N34.204,急性尿道炎,JXNDY,32544,QNNUO
N34.205,慢性尿道炎,MXNDY,52544,NNNUO
N34.300,尿道综合征,NDZHZ,54533,NUXWT
N35.000,创伤后尿道狭窄,CSHNDXZ,3335434,WWRNUQP
N35.100,感染后尿道狭窄，不可归类在他处者,GRHNDXZBKGLZTCZ,143543441241331,DIRNUQPISJODWTF
N35.800,尿道狭窄，其他的,NDXZQTD,5434133,NUQPAWR
N35.900,尿道狭窄,NDXZ,5434,NUQP
N35.901,针孔状尿道口,ZKZNDK,354542,QBUNUK
N36.000,尿道瘘,NDL,544,NUU
N36.001,尿道直肠瘘,NDZCL,54134,NUFEU
N36.002,尿道会阴瘘,NDHYL,54354,NUWBU
N36.003,创伤后尿道瘘,CSHNDL,333544,WWRNUU
N36.004,手术后尿道会阴瘘,SSHNDHYL,31354354,RSRNUWBU
N36.005,手术后尿道直肠瘘,SSHNDZCL,31354134,RSRNUFEU
N36.100,尿道憩室,NDQS,5434,NUTP
N36.200,尿道肉阜,NDRF,5423,NUMW
N36.201,尿道息肉,NDXR,5432,NUTM
N36.300,尿道黏膜脱垂,NDNMTC,543333,NUTEET
N36.301,男性尿道膨出,NXNDPC,225435,LNNUEB
N36.302,尿道脱垂,NDTC,5433,NUET
N36.800,尿道其他特指的疾患,NDQTTZDJH,541331342,NUAWTRRUK
N36.801,精阜肥大,JFFD,4331,OWED
N36.802,尿道白斑,NDBB,5431,NURG
N36.803,尿道瘢痕,NDBH,5444,NUUU
N36.804,尿道出血,NDCX,5453,NUBT
N36.805,尿道梗阻,NDGZ,5415,NUSB
N36.806,尿道囊肿,NDNZ,5413,NUGE
N36.807,尿道旁管囊肿,NDPGNZ,544313,NUUTGE
N36.808,尿道旁腺囊肿,NDPXNZ,544313,NUUEGE
N36.809,尿道肉芽肿,NDRYZ,54213,NUMAE
N36.900,尿道疾患,NDJH,5442,NUUK
N36.901,尿道肿物,NDZW,5433,NUET
N37.0*,分类于他处的疾病引起的尿道炎,FLYTCDJBYQDNDY,34133344513544,WOGWTRUUXFRNUO
N37.8*,分类于他处的疾病引起的其他尿道疾病,FLYTCDJBYQDQTNDJB,34133344513135444,WOGWTRUUXFRAWNUUU
N39.000,泌尿道感染,MNDGR,45414,INUDI
N39.001,无症状性菌尿,WZZXJN,144215,FUUNAN
N39.100,持续性蛋白尿,CXXDBN,152535,RXNNRN
N39.200,直立性蛋白尿,ZLXDBN,142535,FUNNRN
N39.300,压力性尿失禁,YLXNSJ,152531,DLNNRS
N39.400,尿失禁，其他特指的,NSJQTTZD,53113313,NRSAWTRR
N39.401,充盈性尿失禁,CYXNSJ,432531,YENNRS
N39.402,创伤后尿失禁,CSHNSJ,333531,WWRNRS
N39.403,混合性尿失禁,HHXNSJ,432531,IWNNRS
N39.404,解剖性尿失禁,JPXNSJ,342531,QUNNRS
N39.405,紧迫性尿失禁,JPXNSJ,232531,JRNNRS
N39.800,泌尿系统其他特指的疾患,MNXTQTTZDJH,45351331342,INTXAWTRRUK
N39.900,泌尿系统疾患,MNXTJH,453542,INTXUK
N40.x00,前列腺增生,QLXZS,41313,UGEFT
N40.x01,前列腺结节,QLXJJ,41351,UGEXA
N41.000,急性前列腺炎,JXQLXY,324134,QNUGEO
N41.100,慢性前列腺炎,MXQLXY,524134,NNUGEO
N41.101,肉芽肿性前列腺炎,RYZXQLXY,21324134,MAENUGEO
N41.200,前列腺脓肿,QLXNZ,41333,UGEEE
N41.300,前列腺膀胱炎,QLXBGY,413334,UGEEEO
N41.800,"前列腺炎性疾病,其他的","QLXYXJB,QTD","4134244,133","UGEONUU,AWR"
N41.900,前列腺炎性疾病,QLXYXJB,4134244,UGEONUU
N42.000,前列腺结石,QLXJS,41351,UGEXD
N42.100,前列腺充血和出血,QLXCXHCX,41343353,UGEYTTBT
N42.101,前列腺充血,QLXCX,41343,UGEYT
N42.102,前列腺出血,QLXCX,41353,UGEBT
N42.200,前列腺萎缩,QLXWS,41315,UGEAX
N42.800,前列腺其他特指的疾患,QLXQTTZDJH,4131331342,UGEAWTRRUK
N42.801,前列腺瘢痕,QLXBH,41344,UGEUU
N42.802,前列腺囊肿,QLXNZ,41313,UGEGE
N42.803,前列腺上皮内瘤变,QLXSPNLB,41325244,UGEHHMUY
N42.900,前列腺疾患,QLXJH,41342,UGEUK
N42.901,前列腺肿物,QLXZW,41333,UGEET
N43.000,包绕性鞘膜积液,BRXQMJY,3521334,QXNAETI
N43.001,包绕性睾丸鞘膜积液,BRXGWQMJY,352351334,QXNTVAETI
N43.100,感染性鞘膜积液,GRXQMJY,1421334,DINAETI
N43.101,感染性睾丸鞘膜积液,GRXGWQMJY,142351334,DINTVAETI
N43.200,鞘膜积液，其他的,QMJYQTD,1334133,AETIAWR
N43.201,创伤后睾丸鞘膜积液,CSHGWQMJY,333351334,WWRTVAETI
N43.300,鞘膜积液,QMJY,1334,AETI
N43.301,睾丸鞘膜积液,GWQMJY,351334,TVAETI
N43.302,精索鞘膜积液,JSQMJY,411334,OFAETI
N43.400,精子囊肿,JZNZ,4513,OBGE
N44.x00,睾丸扭转,GWNZ,3512,TVRL
N44.x01,附睾扭转,FGNZ,5312,BTRL
N44.x02,精索扭转,JSNZ,4112,OFRL
N45.000,睾丸炎、附睾炎和附睾-睾丸炎，伴有脓肿,GWYFGYHFG-GWYBYNZ,354534353-3543333,TVOBTOTBT-TVOWEEE
N45.001,附睾脓肿,FGNZ,5333,BTEE
N45.002,睾丸脓肿,GWNZ,3533,TVEE
N45.900,睾丸炎、附睾炎和附睾-睾丸炎，不伴有脓肿,GWYFGYHFG-GWYBBYNZ,354534353-35443333,TVOBTOTBT-TVOIWEEE
N45.901,附睾精子肉芽肿,FGJZRYZ,5345213,BTOBMAE
N45.902,附睾肉芽肿,FGRYZ,53213,BTMAE
N45.903,附睾炎,FGY,534,BTO
N45.904,附睾炎性包块,FGYXBK,534231,BTONQF
N45.905,睾丸肉芽肿,GWRYZ,35213,TVMAE
N45.906,睾丸炎,GWY,354,TVO
N45.907,急性附睾炎,JXFGY,32534,QNBTO
N45.908,附睾-睾丸炎,FG-GWY,53-354,BT-TVO
N46.x00,男性不育症,NXBYZ,22444,LNIYU
N46.x01,无精症,WJZ,144,FOU
N46.x02,少精症,SJZ,444,IOU
N47.x00,包皮过长、包茎和嵌顿包茎,BPGCBJHQDBJ,35133132131,QHFTQATMGQA
N47.x01,包皮过长,BPGC,3513,QHFT
N47.x02,包皮嵌顿,BPQD,3521,QHMG
N47.x03,包皮粘连,BPZL,3541,QHOL
N48.000,阴茎白斑,YJBB,5131,BARG
N48.001,干燥闭塞性龟头炎,GZBSXGTY,14442344,FOUPNQUO
N48.100,龟头包皮炎,GTBPY,34354,QUQHO
N48.101,包皮溃疡,BPKY,3544,QHIU
N48.102,龟头炎,GTY,344,QUO
N48.200,阴茎的其他炎性疾患,YJDQTYXJH,513134242,BARAWONUK
N48.201,阴茎蜂窝织炎,YJFWZY,512454,BAJPXO
N48.202,阴茎海绵体炎,YJHMTY,514534,BAIXWO
N48.203,阴茎脓肿,YJNZ,5133,BAEE
N48.204,阴茎炎,YJY,514,BAO
N48.300,阴茎异常勃起,YJYCBQ,515411,BANIFF
N48.301,阴茎痛性勃起,YJTXBQ,514211,BAUNFF
N48.400,器质性原因的阳痿,QZXYYDYW,23212354,KRNDLRBU
N48.401,静脉性阳痿,JMXYW,13254,GENBU
N48.402,外伤后阳痿,WSHYW,33354,QWRBU
N48.403,血管瘘性阳痿,XGLXYW,334254,TTUNBU
N48.500,阴茎溃疡,YJKY,5144,BAIU
N48.600,阴茎海绵体硬结症,YJHMTYJZ,51453154,BAIXWDXU
N48.800,阴茎其他特指的疾患,YJQTTZDJH,511331342,BAAWTRRUK
N48.801,包皮瘢痕,BPBH,3544,QHUU
N48.802,包皮囊肿,BPNZ,3513,QHGE
N48.803,包皮血肿,BPXZ,3533,QHTE
N48.804,非感染性阴茎海绵体坏疽,FGRXYJHMTHJ,11425145314,DDINBAIXWFU
N48.805,后天性阴茎畸形,HTXYJJX,3125121,RGNBALG
N48.806,后天性阴茎隐匿,HTXYJYN,3125151,RGNBABA
N48.807,泰森腺囊肿,TSXNZ,11313,DSEGE
N48.808,阴茎瘢痕,YJBH,5144,BAUU
N48.809,阴茎海绵体静脉瘘,YJHMTJML,51453134,BAIXWGEU
N48.810,阴茎瘘,YJL,514,BAU
N48.811,阴茎囊肿,YJNZ,5113,BAGE
N48.812,阴茎萎缩,YJWS,5115,BAAX
N48.813,阴茎血栓形成,YJXSXC,513111,BATSGD
N48.900,阴茎疾患,YJJH,5142,BAUK
N48.901,阴茎肿物,YJZW,5133,BAET
N49.000,精囊炎性疾患,JNYXJH,414242,OGONUK
N49.001,精囊炎,JNY,414,OGO
N49.002,精囊周围炎,JNZWY,41224,OGMLO
N49.100,精索、鞘膜和输精管炎性疾患,JSQMHSJGYXJH,411331434242,OFAETLOTONUK
N49.101,精索炎,JSY,414,OFO
N49.102,鞘膜脓肿,QMNZ,1333,AEEE
N49.103,鞘膜炎,QMY,134,AEO
N49.104,输精管炎,SJGY,1434,LOTO
N49.200,阴囊炎性疾患,YNYXJH,514242,BGONUK
N49.201,阴囊蜂窝织炎,YNFWZY,512454,BGJPXO
N49.202,阴囊坏疽,YNHJ,5114,BGFU
N49.203,阴囊疖肿,YNJZ,5143,BGUE
N49.204,阴囊脓肿,YNNZ,5133,BGEE
N49.205,阴囊炎,YNY,514,BGO
N49.800,男性生殖器官其他特指的炎性疾患,NXSZQGQTTZDYXJH,223124133134242,LNTGKPAWTRRONUK
N49.900,男性生殖器官的炎性疾患,NXSZQGDYXJH,22312434242,LNTGKPRONUK
N50.000,睾丸萎缩,GWWS,3515,TVAX
N50.100,男性生殖器官的血管疾患,NXSZQGDXGJH,22312433342,LNTGKPRTTUK
N50.101,睾丸血肿,GWXZ,3533,TVTE
N50.102,血精,XJ,34,TO
N50.103,阴囊血肿,YNXZ,5133,BGTE
N50.800,男性生殖器官其他特指的疾患,NXSZQGQTTZDJH,2231241331342,LNTGKPAWTRRUK
N50.801,膀胱输精管阴囊瘘,BGSJGYNL,33143514,EELOTBGU
N50.802,附睾管扩张,FGGKZ,53315,BTTRX
N50.803,附睾囊肿,FGNZ,5313,BTGE
N50.804,附睾阴囊瘘,FGYNL,53514,BTBGU
N50.805,附睾淤积症,FGYJZ,53434,BTITU
N50.806,附睾肿大,FGZD,5331,BTED
N50.807,睾丸坏死,GWHS,3511,TVFG
N50.808,睾丸结节,GWJJ,3551,TVXA
N50.809,睾丸结石,GWJS,3551,TVXD
N50.810,睾丸囊肿,GWNZ,3513,TVGE
N50.811,睾丸疼痛,GWTT,3544,TVUU
N50.812,睾丸纤维化,GWXWH,35553,TVXXW
N50.813,精阜囊肿,JFNZ,4313,OWGE
N50.814,精囊瘢痕,JNBH,4144,OGUU
N50.815,精囊囊肿,JNNZ,4113,OGGE
N50.816,精索囊肿,JSNZ,4113,OFGE
N50.817,尿道阴囊瘘,NDYNL,54514,NUBGU
N50.818,鞘膜结石,QMJS,1351,AEXD
N50.819,鞘膜囊肿,QMNZ,1313,AEGE
N50.820,射精管梗阻,SJGGZ,34315,TOTSB
N50.821,射精管囊肿,SJGNZ,34313,TOTGE
N50.822,输精管梗阻,SJGGZ,14315,LOTSB
N50.823,输精管囊肿,SJGNZ,14313,LOTGE
N50.824,输精管狭窄,SJGXZ,14334,LOTQP
N50.825,阴囊窦道,YNDD,5144,BGPU
N50.826,阴囊溃疡,YNKY,5144,BGIU
N50.827,阴囊肿大,YNZD,5131,BGED
N50.900,男性生殖器官疾患,NXSZQGJH,22312442,LNTGKPUK
N50.901,睾丸肿物,GWZW,3533,TVET
N50.902,阴囊肿物,YNZW,5133,BGET
N50.903,附睾肿物,FGZW,5333,BTET
N51.0*,分类于他处的疾病引起的前列腺疾患,FLYTCDJBYQDQLXJH,3413334451341342,WOGWTRUUXFRUGEUK
N51.1*,分类于他处的疾病引起的睾丸和附睾疾患,FLYTCDJBYQDGWHFGJH,341333445133535342,WOGWTRUUXFRTVTBTUK
N51.2*,分类于他处的疾病引起的龟头炎,FLYTCDJBYQDGTY,34133344513344,WOGWTRUUXFRQUO
N51.8*,分类于他处的疾病引起的男性生殖器官的其他疾患,FLYTCDJBYQDNXSZQGDQT,34133344513223124313,WOGWTRUUXFRLNTGKPRAW
N60.000,乳房孤立囊肿,RFGLNZ,345413,EYBUGE
N60.100,弥漫性囊性乳腺病,MMXNXRXB,54212334,XINGNEEU
N60.101,男性乳腺囊性增生,NXRXNXZS,22331213,LNEEGNFT
N60.200,乳房纤维囊性乳腺病,RFXWNXRXB,345512334,EYXXGNEEU
N60.201,乳腺腺病,RXXB,3334,EEEU
N60.202,乳腺纤维囊性增生,RXXWNXZS,33551213,EEXXGNFT
N60.300,乳房纤维硬化,RFXWYH,345513,EYXXDW
N60.400,乳管扩张症,RGKZZ,33154,ETRXU
N60.800,良性乳腺发育不良，其他的,LXRXFYBLQTD,42335444133,YNEEVYIYAWR
N60.900,良性乳腺发育不良,LXRXFYBL,42335444,YNEEVYIY
N61.x00,乳房炎性疾患,RFYXJH,344242,EYONUK
N61.x01,乳房炎性肉芽肿,RFYXRYZ,3442213,EYONMAE
N61.x02,乳腺导管瘘,RXDGL,33534,EENTU
N61.x03,乳腺脓肿,RXNZ,3333,EEEE
N61.x04,乳腺炎,RXY,334,EEO
